ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
224728580,2010-12-09 18:34:22 +0000,2013-09-26 19:49:44 +0000,2939,3,68,1589,1838,101FestSV,101Fest,false,false,,HS Students - do you love acting? Join Betsy Franco for her Acting on Film Class and learn about PAIFF Youth Lab 2014 http://t.co/3bFpdnLyUJ,Silicon Valley,
92440386,2009-11-25 03:47:35 +0000,2018-01-25 17:17:16 +0000,32247,666,16,1992,542,16TeamPlayoff,Brandon E. Kennedy,false,false,I went Under a Bridge for a College Football Playoff! Proud independent business owner with ACN! James 2:14-17,RT @acnnews: Want to #WIN a #SamsungGalaxyS8? IBOs- tell us in a short video posted to your #Facebook page WHY YOU LOVE… https://t.co/ctaWiF0MvC,"Spokane, Washington",http://j.mp/nmc5NR
74414628,2009-09-15 10:20:25 +0000,2010-09-13 16:50:14 +0000,358,0,4,896,1780,2009pornstar,Jenna Haze,false,false,"I am top pornstar of 2009,Thanks for made as a top star",Test and keep a &gt;FREE&lt; Apple iPhone 4G! Just received mine today. Do you want to get one as well? promo http://tinyurl.com/2b9dv57,USA,
47556250,2009-06-16 05:56:12 +0000,2011-07-16 22:28:02 +0000,5,0,0,4,4,2taco,jose cruz,false,false,,Im tooo laaaaazy to go to work today!! I WANT TO BE LIKE HER: http://tinyurl.com/6hde4zy,,
111916410,2010-02-06 15:51:10 +0000,2011-08-18 20:20:43 +0000,34470,0,4,1833,888,4usoftware,Dority Assias,false,false,,Foto2Avi 3.1 http://t.co/uTLNyYt,,http://4usoftware.com/
47174445,2009-06-14 21:05:17 +0000,2017-01-07 14:36:57 +0000,1776,42,46,9600,8117,52weekfootball,Joel Mitchell,false,false,Christian who is dedicated to helping youth properly train for Football 52 weeks a year,https://t.co/usoeViynBZ,"New Smyrna Beach, Florida",http://www.prysms.com
38553185,2009-05-07 23:56:28 +0000,2014-12-16 23:22:19 +0000,409,3,206,26455,23108,7KeysToDeductIt,Sandy Rodriguez,false,false,"CPA, author of 7 Keys to Deducting It All—Opening the Vault to Maximizing Your Tax Deductions--Free Bonus for Gold Status at: http://t.co/pPvMJDAzO3.",@FallonTonight Really cute skit w/@Oprah (the slapping actor! LOL!). Love the show &amp; Bose! #FallonStockingSweeps -Cute Xmas sweater too!,"San Antonio, TX",http://MyProjecdtAWOL.com
90990817,2009-11-18 23:57:36 +0000,2010-08-31 16:56:06 +0000,482,8,30,1659,712,885Woodside,885 Woodside,false,false,"42 new condominiums in Redwood City, conveniently located on the Peninsula in beautiful Silicon Valley. Sales and Marketing by Polaris Group  DRE#01499250",885 Woodside is the proud venue of REBarCamp San Mateo County! Have you signed up yet? #REBCSMC -- http://bit.ly/aUPrLq #SVRE,"Redwood City, CA",http://www.885woodside.com/
19007877,2009-01-15 02:49:15 +0000,,3149,10129,6,258,164,_art_i_ficial,s. rock,false,true,on the internet,,hellmouth,
36502566,2009-04-29 22:24:11 +0000,2017-04-05 22:13:01 +0000,1047,6,6,252,230,_darthsidious_,siddhartha sandhu,false,false,Listening to all the tunes nature has to provide.,RT @BBCClick: Japanese professor creates e-skin so we can wear electronic display https://t.co/xUjQB79jUk,"Los Angeles, California",
83873868,2009-10-20 16:14:15 +0000,2018-01-31 17:49:06 +0000,34914,0,141,6919,7062,_familymedicine,IMA Family Medicine,false,false,Family medicine news and information from the Internet Medical Association,Human skin flakes lead to bad smell in air-conditioning systems https://t.co/QDzutgqqZF,Las Vegas,https://www.facebook.com/familymedicineupdate
26883409,2009-03-26 23:16:24 +0000,2018-01-18 15:13:08 +0000,944,1358,9,1491,388,_JEFF_GARCIA,Yeffrey,false,false,P'urhépecha,Enjoy this Earth View:  https://t.co/f5JDrvOshd #DOYERS #4eva,"Echo Park, Los Angeles",
20495666,2009-02-10 06:36:15 +0000,2017-09-26 21:32:38 +0000,1065,35,10,343,189,_jen,Jennifer Chin,false,false,"Seattle native. Stanford alum. Nonprofit gal working in #education. Otherwise indulging in books, pop culture, and baked goods.","Big day here at @edpioneers, with exciting confirmation about our Alumni network's impact! #PowerofPioneers… https://t.co/axFOdqjJ72","Boston, MA",
29151839,2009-04-06 05:40:15 +0000,2018-01-10 08:54:48 +0000,4774,986,12,894,226,_ManifestingMe,Sarah.Whalen,false,false,I'm in a Perpetual State of Becoming! #mBITMasterCoach #mBITCoachTrainer #StrategicInterventionCoach @mBraining #Inspiration #Empathy #Compassion,"RT @GriffWhalen: From The Ground Up released on iTunes and platform wide tomorrow January 9th! I’m proud to be a part of it, please… https://t.co/xHzxietofD",Right where I need to be,http://www.goalclaritycoaching.com/
9710162,2007-10-26 14:00:48 +0000,2014-12-08 00:38:41 +0000,1006,1,1,81,150,_msparks,Matt Sparks,false,false,"engineer, graduate student","@jk0 Crazy, right? :)","Stanford, CA",http://quadpoint.org
17322736,2008-11-11 21:29:25 +0000,,579,8,12,206,164,_munika,Munika Lay,false,true,Time for stories and tea!,,"Los Angeles, CA",
52000300,2009-06-29 08:23:55 +0000,2016-05-22 01:27:07 +0000,1500,22,42,435,415,_salamat_ali,Salamat Ali,false,false,CEO at BillPay.,Good #morning 😊 https://t.co/HQEzA1d3CI,Singapore,http://www.billpay.sg
254749769,2011-02-19 22:57:13 +0000,,450,5,8,78,84,aaida_samad,Aaida Samad,false,true,,,"Cleveland, OH",
53954926,2009-07-05 17:21:03 +0000,2011-11-08 11:32:11 +0000,205,0,33,160,413,AaltoInEnglish,Aalto In English AIE,false,false,"The alternative and official news on Aalto University. AIE is independent newspaper, not owner or managed by Aalto. Follow to find out what's going on!","Art Merger: ""The fundamental philosophy of the new school is close to humanism. This is visible in the new school's human centeredness""",Aalto University,http://www.facebook.com/aalto.inenglish
100033780,2009-12-28 19:58:57 +0000,2016-12-04 01:16:49 +0000,72,130,4,347,55,aashidham,Aaditya Shidham,false,false,,@feross (excluding https://t.co/3K1wrxV2sS and its variants),"Stanford, CA, USA",
229992449,2010-12-23 23:17:48 +0000,2011-05-27 12:00:54 +0000,115,0,0,108,19,ABN_WomansWorld,ABN Womans World,false,false,ABN all rights reserved 2010.  ABN is headed by writer/activist/psychologist JC Angelcraft MS University of California Southern,Women's Journal our list of restaurants that we absolutely guarantee  http://news-washingtondc-abn.media.officelive.com/Women.aspx,"Washington D,C,",http://news-washingtondc-abn.media.officelive.com/Women.aspx
12580592,2008-01-23 04:35:24 +0000,2017-11-24 00:52:34 +0000,5984,55,21,1748,1235,acinerba,Brent Abrenica,false,false,"Engineer in Aerospace, Tennis and Mac fanboi, Conservative Christian",@UPSHelp Just sent.,"ÜT: 33.919180, -118.416465",
23024979,2009-03-06 03:39:27 +0000,2018-01-31 13:05:06 +0000,8327,1694,263,2033,5209,acpress,ACP,false,false,"We connect, support and award college media around the country. Home of the Pacemaker. Up next: #acpmw in Long Beach, March 1-3.",How are you helping #CureHazelwood today? You can support @SPLC stand up for your rights: https://t.co/TQKMRlMptC https://t.co/JehfckhxY3,"Minneapolis, USA  612-200-9254",http://acp.studentpress.org
104784988,2010-01-14 11:30:19 +0000,2016-12-21 08:24:55 +0000,2651,1,23,38,1350,adaptive_prep,MBAGuru,false,false,Leader in Adaptive Preparation for CAT,For interested current year MBA aspirants https://t.co/QBStKE8Jqb,India,http://www.mbaguru.in/
46991512,2009-06-14 00:01:43 +0000,2017-12-20 00:21:45 +0000,464,4,13,345,331,aDataAlchemist,Conal Sathi,false,false,"Data Alchemist @ Slice 
(http://t.co/tY3eX80squ)",Great data science blog post by my coworker at @HelloSlice and @SliceIntel on exploring additive regression methods… https://t.co/bHodfcMfyv,,
17471073,2008-11-18 20:52:15 +0000,2018-01-31 15:44:56 +0000,18487,240,41,2395,805,aeniii,Alfred E Nash III,false,false,"Rocket scientist, track cycling race announcer & moustache competitor",Why Does the Moon Turn Red During a Lunar Eclipse? https://t.co/zmE9EuxwWf,Southern California,
115586770,2010-02-19 05:24:14 +0000,2018-01-29 03:23:02 +0000,6367,343,64,458,1366,AFTaylor22,Angela Taylor,false,false,"Proud Idahoan & Stanford alum living a dream! @IndulgeBoise Owner, @agencydignitas Partner, @NetWorks_Sports Prez/CEO, & @CHANCE4Success Founder.","RT @ProfFeynman: If you're doing an experiment, you should report everything that you think might make it invalid - not only what yo… https://t.co/1E8RGx8JCe","Boise, ID",http://ataylorblog.wordpress.com/about/
18175368,2008-12-16 22:52:08 +0000,2017-09-10 12:40:56 +0000,1743,9,22,761,601,ahbrown,Anna Brown,false,false,Clinical Nutrition @NYUSteinhardt.,RT @SarahKSilverman: https://t.co/IeV5w3YzQR,NYC,
15652782,2008-07-29 22:48:51 +0000,2018-01-31 17:07:01 +0000,26161,3783,298,179,6980,ahmetb,Ahmet Alp Balkan,false,false,⚡️ making Google Kubernetes Engine (https://t.co/t2xVVMAXeu) a better place for developers. I build tools and tell stories. #devrel 🇹🇷,@fermatslibrary You’re gonna get integer overflow easily on this one.,"Seattle, WA 🇺🇸",https://ahmet.im
1219744747,2013-02-25 20:35:07 +0000,,82,240,1,100,44,AimeeeeeGrace,Aimee Trujillo,false,true,,,,
87740470,2009-11-05 17:43:57 +0000,2017-01-18 19:43:11 +0000,106,3,7,1365,275,Ainformedsource,Informed Source,false,false,Open Source- Actionable - 21st. Century and beyond,RT @trucksatwork: Another retailer reports rocky holiday numbers ... https://t.co/536G5NiGJt,USA,http://www.informedsource.us
69697437,2009-08-28 21:18:36 +0000,2010-10-28 23:56:25 +0000,39381,0,80,14546,11342,AJubilee,Julie Johnson,false,false,Building Successful Network Marketing Business. Enjoy Social Networking -Health & Wellness. Ride Honda Shadow 750  Raise Horses,"Our society resembles a bag of marbles, or a string of mold candles.Why should we all dress after the same fashion? http://bit.ly/aSwdw3",RockyMountains,http://bit.ly/aeOzdd
17374599,2008-11-13 22:40:06 +0000,2018-01-29 17:33:48 +0000,16772,11569,302,2833,3414,alanchiu,Alan Chiu,false,false,Company builder / Co-President @StanfordAandE / VC @XSeedCapital / Alum @StanfordBiz @stanforddschool @ECEUBC From #Vancouver and #HongKong,"RT @kimmaicutler: ""Then I'll ignore that my home value appreciation implies newcomers must be rich to join my community, complain it'… https://t.co/Ux7BAk7ifw","Palo Alto, CA",http://www.alanchiu.co
27835964,2009-03-31 08:09:48 +0000,2016-06-15 23:04:17 +0000,667,3,3,136,108,AlannaNass,Alanna Nass,false,false,"Strategist at OMD, @Stanford grad",@VirginAmerica lax to Hawaii flight ran out of food and drinks an hour in #wtf #forcedbikinidiet,"Santa Monica, CA",
386077883,2011-10-06 16:43:17 +0000,2018-01-31 18:12:55 +0000,55704,103,406,516,38129,ALawRadio,Amy Lawrence,true,false,"Follower of Jesus, daughter, granddaughter, sister, aunt, pet owner, proud American, talk show host, writer, goofball. In that order. Tweets from my own brain.",RT @AfterHoursCBS: #ShowPoll - Which QB would YOU rather have on a new multi-year contract? @ALawRadio,CBS Sports Radio Network,http://amylawrencepxp.com
11773812,2008-01-02 21:57:56 +0000,2018-01-25 04:28:39 +0000,896,700,4,1170,94,alenushka,Alena Harley,false,false,"Amavertae Tiasel Ruanis, exploring mountain-tops of truths, searching for the wisdom of the sands, confronting the unknown :-)","RT @joelmcglothlin: If you ever get frustrated by peer review, remember Whitwell Elwrin, who upon reviewing the first 3 chapters of Dar… https://t.co/WGmiLRu6Ml",Stanford.CA,http://csb.stanford.edu/alena/
209955240,2010-10-30 06:59:38 +0000,2014-01-27 18:23:37 +0000,256,0,23,3665,2971,alephlogos,Aleph Logos,false,false,Aggregate blog providing information on wide range of timely topics.,презентация вы хотите взять кредит в банке http://t.co/aCEfmIYy53,,http://alephlogos.com
91241477,2009-11-20 01:33:27 +0000,,0,0,0,20,5,alex_narak,alex narak,false,false,,,,
279715953,2011-04-09 21:31:17 +0000,,85,3,1,59,31,AlexAlifimoff,Alexander Alifimoff,false,true,,,,
22803324,2009-03-04 17:27:18 +0000,2017-12-31 17:52:22 +0000,1636,311,14,818,712,AlexaMaremaa,Alexa Maremaa,false,false,sideline producer for TNFonNBC. my first concert was kris kross.,"RT @AKinkhabwala: Caught up w/ Joe Thomas just now. He said when #Browns owner Jimmy Haslam asked his take on Hue Jackson, he told hi… https://t.co/fBY5l2z5x2",New York City,http://nbcsports.com
2854032001,2014-10-13 06:30:26 +0000,2018-01-30 03:27:23 +0000,8848,19935,16,1368,701,alexaphilippou,Alexa Philippou,false,false,"Not the Amazon device. Currently: @stanforddaily. Previously: Cincinnati @Enquirer, @playerstribune intern. Always: O's. Ask me about my dog Crosby.",The clear winner https://t.co/d5VQ0Ye5tB,MD • CA,http://www.stanforddaily.com/author/alexa-philippou/
33705560,2009-04-20 23:05:42 +0000,2018-01-17 14:30:20 +0000,357,9,15,590,245,alexeidunaway,Alexei Dunaway,false,false,Executive Director at Ongoza (@ongozayouth) leveraging youth economic empowerment and community leadership for peace.,Very true!! https://t.co/PKFhDwQ5A6,"Nairobi, Kenya",http://www.ongozayouth.org
14827615,2008-05-19 02:44:23 +0000,2018-01-27 05:59:34 +0000,12396,1846,23,1090,567,AlexMSorrell,Alex Sorrell,false,false,"Natural, Hip & A Little Too Much. Always the Best. Probably holding a cocktail.🍸 @cronkite_asu alum. PHX via DEN. RT or Share ≠ endorsement. Views are my own.","RT @AzCapitolTimes: .@realDonaldTrump supporters at the Arizona Capitol yesterday singled out dark-skinned legislators, staffers and vi… https://t.co/vfIauduCpn","Phoenix,AZ",http://alexmsorrell.com
20675598,2009-02-12 13:12:22 +0000,2018-01-30 22:35:43 +0000,1249,781,67,461,400,AlexSigaras,Alex Sigaras,false,false,Senior Research Associate in Computational Biomedicine @WeillCornell Medicine.,"RT @EngIPM: ICYMI: Dr. Olivier Elemento @ElementoLab, Director of @EngIPM , spoke to Beth Kutscher @bethkutscher @LinkedIn abou… https://t.co/iXjUIINiZw","New York, NY, United States",http://alex.sigaras.com
36777199,2009-04-30 21:24:39 +0000,2016-04-06 20:22:52 +0000,655,39,38,163,436,alextrimis,Alexandros Trimis,false,false,"Entrepreneur at Heart | CEO & Founder at Dopios & Welcome | Stanford, oDesk, Survey Monkey alumni","You didn't see that coming ""A fleet of trucks just drove themselves across Europe"" #news https://t.co/jMbdSzfwvD","Athens, GR & San Francisco, US",http://welcomepickups.com
44804215,2009-06-05 02:55:25 +0000,,5,5,0,75,7,alexwang318,alex wang,false,true,,,,
135619793,2010-04-21 20:40:31 +0000,2017-06-18 15:28:15 +0000,1909,298,24,1058,288,alfredom2012,Alfredo,false,false,,Congrats to the #Stanford17 grads!,,
16580890,2008-10-03 17:39:33 +0000,2018-01-31 13:33:53 +0000,4983,5439,683,50084,66316,alicialyttle,Alicia Lyttle,false,false,"Living in Jamaica ..Social Media Addict,  Internet Marketer, Trainer, Speaker, Entrepreneur",Although our friends has been longer than 8 years .... happy 8 years as Facebook friends Ty! https://t.co/0jhn17kSMN,Online,http://alicialyttle.com
20559281,2009-02-11 00:10:13 +0000,2010-12-07 19:18:03 +0000,3674,138,44,1826,951,All_by_students,Kelly@ABS,false,false,"Dir., Campus Engagement @ All By Students. Seeking unique college students nationwide: bloggers, troublemakers, leaders, etc.",The Most Tragic Thing You'll See Today http://www.comedycentral.com/tosh.0/2010/12/06/the-most-tragic-thing-youll-see-today/,,http://www.facebook.com/allbystudents
80217183,2009-10-06 04:44:15 +0000,2014-06-14 00:04:09 +0000,5316,0,492,89,18378,AllAbtDogs,Kiera,false,false,"Hello! I'm Kiera, a Min. American Eskie! My Mom says I am the epitome of unconditional love. I try :-)",Things We Can Learn From A Doghttp://dld.bz/j3BD #dogs,"Salt Lake City, Utah",http://homeandholidays.com/
22307550,2009-02-28 23:23:45 +0000,2018-01-20 01:56:38 +0000,2652,115,28,808,450,allisonberry,Allison Berry,false,false,"@Messenger Comms, #SF enthusiast",RT @ambertamblyn: (THREAD) Listen. The #MeToo movement is bigger than your opinion of it. You do not get to define it or tell it what… https://t.co/p1AkF4duNl,"San Francisco, CA",
74598996,2009-09-16 00:05:35 +0000,2011-11-10 20:26:29 +0000,659,14,35,1087,710,AltairePaloAlto,Altaire Townhomes,false,false,"1-, 2- and 3-bedroom condos + townhomes in Palo Alto. We are Green Point Rated + Winner for Fostering Community! PMA Lic. #01220373 http://t.co/C4WGh71qB0",Altaire - Palo Alto is sold out! Award-winning Regis Homes has been the Bay Area's hometown builder for over 20... http://t.co/ilF3PVMO,Palo Alto - Silicon Valley,http://www.AltairePaloAlto.com
65390817,2009-08-13 15:39:30 +0000,2014-10-21 21:21:19 +0000,93,1,6,1870,647,Altrazeal,Altrazeal,false,false,"Only ALTRAZEAL transforms from a powder to a flexible, protective, skin-like dressing that fills and seals wounds.","Vienna
http://t.co/s5Kjd5zBO8 http://t.co/mLsvmbPnHj","Addison, Texas",http://www.altrazeal.com/?utm_source=twitter&utm_medium=web&utm_campaign=Twitter%2BLinks
47930880,2009-06-17 11:30:14 +0000,2010-04-29 18:48:08 +0000,36,0,3,982,293,altruance,altruance.com,false,false,Health insurance innovation is our foundation. Growing non-profit donations is our mission.,The White House just posted some information regarding the expanded health insurance benefit http://tinyurl.com/262l82n,United States,http://www.altruance.com
185457717,2010-09-01 01:12:12 +0000,2011-09-05 12:30:07 +0000,93,0,6,75,68,alumnicafe,The Alumni Cafe,false,false,"A lively spot located in the Arrillaga Alumni Center @Stanford, with a wide selection of premier California cuisine, draft beers, choice wines, and ice cream!",Happy Labor Day! All Stanford Hospitality & Auxiliaries locations are closed for the holiday. Regular hours resume Tues. 9/6!...,Stanford University,http://thecafe.stanford.edu
96512965,2009-12-13 08:23:59 +0000,2018-01-31 05:15:14 +0000,60842,1842,18,692,2079,AlvinAllure,Alvin Allure,false,false,"Alchemist | Music + Creative Direction | Business Partner at @YouTube + @Google | Founder: Sound of February | New single, ""Stuck"" out now","RT @amznjsn: People closest to me having kids, getting married, finding their voice, glowing up, making millions. Ain’t this wha… https://t.co/Qq876tu32R",Entertaining the Angels,http://soundoffebruary.com/
102491178,2010-01-06 21:55:05 +0000,,145,1531,0,85,17,alys5,Alyssa,false,true,I respect your privacy; please respect mine.,,California,http://www.stanford.edu
49778949,2009-06-22 21:50:48 +0000,,109,0,5,448,51,amandaz89,Amanda Zhang,false,true,,,New York City,
20793816,2009-02-13 18:39:54 +0000,2018-01-31 04:53:00 +0000,26824,5109,14546,35,2746896,amazon,Amazon.com,true,false,Official Twitter of http://t.co/4rwjfdidk3.   Contact @AmazonHelp for customer support.,"@justinthehun To make old fries taste fresh, simply drop them back in the fryer for approximately 45 seconds to a m… https://t.co/OoT57dGSaD","Seattle, Washington",http://www.amazon.com
50459928,2009-06-24 22:15:27 +0000,2018-01-16 03:33:49 +0000,220,14,0,44,11,AMGitsCarrie,Carrie Ch,false,false,,"RT @realegame: Escape from AT&amp;T Park 2018 is just around the corner! To celebrate, we have a pair of #ATTParkEscape tickets to… https://t.co/PfSKnJSVaG",California,
219553100,2010-11-25 05:13:38 +0000,2010-11-29 04:45:05 +0000,1,1,5,1872,321,AMHAICLLC,AMHAIC,false,false,"Established in 2010 and headquartered in California, our company provides specialized technology services for small to midsize medical practices.",@Lons RIP,"Encino, California",
238018598,2011-01-14 04:58:29 +0000,2016-09-13 00:08:21 +0000,2106,2,16,97,712,amschelling,Ameena Schelling,true,false,Senior Editor at The @Dodo. Formerly @Princeton. Tweeting≠endorsing.,RT @dodo: A driver ‘screamed’ at an exhausted NYC carriage horse until he collapsed https://t.co/0hAzm1Rub6 https://t.co/vzbOezT4CW,"Philadelphia, PA",https://www.thedodo.com/community/Ameena_Schelling
414817570,2011-11-17 14:39:08 +0000,2018-01-23 03:51:32 +0000,2558,305,18,562,1582,AmyBokker,Coach Amy Bokker,false,false,"Head Coach, Stanford Women's Lacrosse","RT @StanfordWLax: Happy to officially welcome Caylee to The Farm #GoStanford 

https://t.co/4fZBE2Yu88",,http://www.gostanford.com
110371258,2010-02-01 09:13:40 +0000,2018-01-31 18:20:04 +0000,7294,1998,131,961,2017,amyjharris,Amy Julia Harris,true,false,Investigative reporter @reveal. Pun enthusiast. Email: aharris@revealnews.org,"Researcher links #fentanyl, considered 50 to 100 times more potent than morphine, to particular form of amnesia https://t.co/AQYDf6rDuM",CA,https://www.revealnews.org/author/amy-julia-harris
35966442,2009-04-28 02:59:00 +0000,2017-01-03 00:57:30 +0000,578,84,5,562,283,anacmoreno,Ana Moreno VanDiver,false,false,,Throwback to last Friday when @andrew_vinny killed at @CapCityComedy Best set I heard all year.,"Mountain View, CA",
31013122,2009-04-14 01:04:45 +0000,2018-01-30 06:54:49 +0000,10300,7986,188,800,3171,AnarSimpson,Anar Simpson,true,false,"@Technovation Global Ambassador; @Techwomen Impact Advisor, Mentor & Strategic Partnerships; @UNHLP Deputy;
prev @Mozilla",Aztec plus addition https://t.co/XqMSstVdhm,Silicon Valley,
20193201,2009-02-05 21:54:41 +0000,2016-11-09 21:48:49 +0000,572,19,12,176,296,andersjones,Anders Jones,false,false,CEO at Facet,@juliemason how concerned are you about freedom of the press in a Trump administration?,"Baltimore, MD/San Francisco, CA",http://www.facetwealth.com
15224565,2008-06-24 22:01:56 +0000,2018-01-31 18:16:11 +0000,15616,754,1115,37081,57722,andreabichsel,Andrea Bichsel,false,false,"Freelance writer and author. Owner, Hammersley Inlet Farm & Nursery. Mom, cellist, Stanford alum.",Transcript of Using Your Personality and Authentic Self to Build a Platform https://t.co/4GIgx42ILV,Seattle,
17327750,2008-11-12 01:12:09 +0000,2018-01-31 12:43:19 +0000,23055,15573,248,1908,1903,andreamv,Andrea VassalloMeyer,false,false,"I'm a California native, a news junkie, mom of a Star Wars fan & I follow  @StanfordFball. I enjoy sharing photography. At work, I manage communications. #CSR",RT @marcusleshock: Our @SarahJindra got this great shot of the #SuperBlueBloodMoon from Skycam 9! So cool. What does it look like wher… https://t.co/UXpOeO5hgM,,
197016013,2010-09-30 13:15:08 +0000,2018-01-10 05:10:23 +0000,160,12,1,179,52,andrew_sorohan,Andriy Sorohan,false,false,"Whatever you do, never stop dreaming!",https://t.co/ObkdWKNvcS,,
107332547,2010-01-22 06:31:38 +0000,2016-04-19 20:29:06 +0000,3,2,9,144,171,andrewbuzz,Andrew Aguilar,false,false,@FulbrightFrance Researcher w/ @UniofOxford and @sciencespo & proud @Stanford alum,"RT @LetitiaZwickert: 4 Fulbrights All #minorities rights 1 author @andrewbuzz ""Secular Institutions, Islam &amp; Ed Policy"" @FulbrightFrance https://t.co/QfcdsGLAQk","Paris, Ile-de-France",
87765926,2009-11-05 19:45:08 +0000,,1810,434,5,1799,287,andrewc91698453,andlaw,false,true,,,North,
20818056,2009-02-13 23:39:25 +0000,2018-01-31 05:58:18 +0000,42156,2190,355,844,6881,AndrewGruman,Andrew Gruman,true,false,Sports writer @MyCommunityNow and @journalsentinel. Freelancer for @MLB and @AP_Sports. @Cronkite_ASU grad.,RT @Ikegirlsbb: Your Lady Lions are your 2018 Woodland West Conference Champs😈🦁🔥 #IKEGBB #BTLO #2PEAT #FAMILY https://t.co/FJjStDcexe,"Milwaukee, WI",http://www.jsonline.com/communities
55934152,2009-07-11 21:24:59 +0000,2018-01-31 16:18:40 +0000,6177,37,69,425,1553,AndrewKahn,Andrew Kahn,true,false,"Michigan men's basketball beat writer, with some coverage of other U-M sports, for @MLive. Pop-a-shot record holder.",@rameister89 Thanks! I think that was my favorite to write as well.,"Ann Arbor, MI",http://connect.mlive.com/staff/akahn11/posts.html
19507814,2009-01-25 22:16:55 +0000,2015-04-15 02:58:13 +0000,817,801,7,380,299,andrewlmeyer,Andrew Meyer,false,false,IMDb page: http://t.co/R0pxVmsy3F,@cltom congrats bud!!!!,San Francisco,http://andrewm.org
34768786,2009-04-23 23:25:12 +0000,2018-01-30 21:30:44 +0000,10854,1302,48,1079,622,andy_lomeli,Andy Lomeli,false,false,,RT @Ghetsuhm: I have this theory that cycling is as close as a middle-class straight white guy can get to understanding Being Fem… https://t.co/WlJghcGqZ5,"Los Angeles, CA",
27731964,2009-03-30 21:20:55 +0000,2017-12-04 19:35:24 +0000,952,1468,62,732,2486,aneeshs,Aneesh Sharma,false,false,"Used to randomly walk on @twitter. No, really!",RT @StocklmeirPanda: Students having fun and learning about math at our PTA sponsored Mathfest. @StocklmeirPTA https://t.co/g4Q8TBegVK,"Stanford, CA",http://theory.stanford.edu/~aneeshs/
79593134,2009-10-03 23:38:52 +0000,2009-11-02 11:11:03 +0000,467,0,108,15410,13490,AngelicPsychicR,Angelic Psychic,false,false,Your heart is your home and final destination!,"Support Self Sustainable Echo Domes on the Lakota Pine Ridge; download the Great Spirit Prayer: http://is.gd/4d5BX, http://is.gd/4datq","San Diego, CA",http://angelicpsychicreader.com
218438096,2010-11-22 10:38:57 +0000,2016-08-25 20:39:11 +0000,1410,79,31,369,591,AngelinaCardona,Angelina Keeley,false,false,@YaleSOM '16 | @fortefoundation Fellow| @NLC Fellow| @InnVisShelter NextGen| @Stanford '11 | French Bulldog Mom | In love with life,Got to hug the future POTUS after she delivered a powerful speech in… https://t.co/9kd7EXVZNt,"New Haven, CT",http://www.facebook.com/angelinamichelecardona
9614132,2007-10-23 04:18:54 +0000,,4470,1738,19,3642,764,anKb123456,Ankb,false,true,,,,
29311567,2009-04-06 22:30:51 +0000,,447,8,2,107,93,ankur_aggarwal,Ankur Aggarwal,false,true,"Tech enthusiast, foodie, cinephile.",,"Bay Area, CA",
8799612,2007-09-11 00:54:54 +0000,2018-01-27 22:55:24 +0000,5906,3363,82,832,845,annaraven,annaraven,false,false,"Freerange Pythonista, Urban Homesteader","@seananmcguire No words. Just, hugs.",Sillycon Valley,
60498741,2009-07-27 05:23:32 +0000,2018-01-28 05:57:29 +0000,12188,3,185,700,3745,annarchyy,Anna Khan,false,false,"""and this here ain’t a scrimmage""","RT @barstoolsports: Left to right tonight:
Steph Curry, Kyrie Irving, Kevin Durant https://t.co/SUGSDLqjYg","San Francisco, CA",https://www.linkedin.com/in/annahrk/
14606435,2008-04-30 21:43:14 +0000,2018-01-11 17:06:23 +0000,5893,650,77,915,868,annbadillo,annbadillo,false,false,Futurist | Feminist | Author |  Narrative Generation | MetaCurrency | Ecosystems |  21st Century Leadership,Microchimerism: how pregnancy changes the mother’s very DNA | Aeon Essays https://t.co/OTxVemhfxX,"Palo Alto, CA",http://www.annbadillo.com
44189084,2009-06-02 19:38:11 +0000,,158,0,3,107,75,annepip,Anne Pipathsouk,false,true,basking in exquisite uncertainty,,,http://www.facebook.com/annepip
15210423,2008-06-23 18:58:38 +0000,2015-07-15 15:05:39 +0000,478,1,9,94,117,annikaheinle,Annika Heinle,false,false,"i work @Uber_BOS. scorpio with scorpio rising. @Stanford alum. loves: harry potter, bass, montana, game of thrones, my rss feed, and monkeys.",RT @renee_uber: Uber is in 323 cities &amp; we’re just getting started; JOIN OUR GLOBAL RECRUITING TEAM http://t.co/4vkUz8YBi0 http://t.co/yL1pZyfEzM,Boston,http://vizify.com/annika-heinle
1437761642,2013-05-18 08:15:41 +0000,2016-01-27 06:56:54 +0000,1,0,0,13,11,annoyingpi,Moor,false,false,Good morning!,Test post: https://t.co/3FW442wKtg,,http://math.berkeley.edu/~moorxu
217952038,2010-11-21 00:36:32 +0000,2013-11-27 11:10:08 +0000,30,15,1,66,18,anonmrshowell,Mrs. Howell,false,false,"Likes Capitalism, Craft Beer, and Fast Cars....to name a few",http://t.co/73vhLbTZML,"Palo Alto, CA",
131394044,2010-04-10 04:05:47 +0000,2018-01-18 21:53:48 +0000,3251,318,69,365,1118,AnsafK,Ansaf Kareem,false,false,"Venture capitalist @LightspeedVP | Former @RelateIQ, @McKinsey | @WEF Global Shaper | Proud @Stanford alum",RT @clever: New today: Clever Goals. Turn learning software into student achievement https://t.co/pZ3jd32bh0 https://t.co/FBAHD3QPpt,,http://www.ansafkareem.com
